4,10,9,19.5
5,11,10,22
6,12,12,24.5
7,11,11.3,27
8,8,9,26
9,9,10.5,26.5
10,15,18,30
15,25,28.3,99.3
20,27.5,29,99.3
25,25,28.5,99.3
30,25,29,99.2
35,57,65.5,99.3
40,60,65.7,99.2
45,60,69,99.2
50,62,71,99.3
60,74,79.5,99.3
70,90.5,92.5,99.3
80,98.8,98.4,99.3
90,98.8,98.4,99.3
100,95,95,99.3
