4,15,8,18.5
5,12,8.5,23.5
6,18,9.8,24.5
7,21,9.5,23.5
8,23.5,10,21.5
9,25.5,9.4,22.5
10,25,10,25
15,49.8,25,48.7
20,74,35,45.8
25,87.5,40,50
30,89.5,42,49
35,91,48,63.5
40,91.5,53,63.4
45,92.3,55,61.2
50,93,60.1,62.5
60,94.5,62,78.7
70,94.3,66.5,85.1
80,95,72.5,88
90,96,74,88.3
100,96,73,87
